,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16
GREM1,0.020062891718204662,0.02114920718234811,0.01303022421836896,-0.004188590171963597,0.04189923218443658,0.013975370088866191,0.0016916690973016388,-0.02594329592207775,-0.004400942996848987,0.004576909035877215,-0.009417346874987393,-0.020521994511371315,0.03419875182125284,0.0056676882205299785,0.044981542951092274,-0.001007256743557893
SERPINA1,0.044207859902164026,0.0004716623400710775,-0.02853168104646656,0.03794621248873173,0.0018520300991614579,-0.016667402031826636,-0.00691413810034109,-0.015581920180329672,0.027029242385505085,0.028519074603675233,0.016356450677554493,-0.02439999049301932,0.01829851423963436,0.011616335853830165,0.02625313241827445,-0.05909071790929317
C1QA,0.054534879992783204,-0.01206663428556027,-0.010104879486394805,0.02326745931298253,-0.023217689869305006,-0.06015919220391118,-0.017059319124901818,-0.007107601496871814,0.03813869084187124,-0.0043278323268544855,0.006115127301510575,-0.015257919539040581,0.007977988242912156,0.003950757121962277,0.0024669517000469395,0.0192731051237514
LRRN3,-0.020757484980215308,0.016503913913240752,0.031140758921759902,0.02766171194600966,0.006990705381674159,-0.00328646300351428,-0.03861785854740668,-0.027985872645473798,-0.001918502364663544,-0.036044742993559684,0.015647543349433066,0.021654639420076602,0.034359966814597694,-0.02596563150151188,0.05291892416466346,-0.018996613074568396
ANGPTL2,-0.0003910468373936548,0.06694984362171255,0.009624778293109943,0.012177251029842079,0.030426994554255817,0.00481572060668648,-0.032034901999153376,0.010155685813212086,0.039592929408402686,0.00623573514969353,-0.000416342032359851,0.0034071650369118566,-0.0020256382815990216,0.012804793285927938,0.031760645901679145,-0.01526076374498051
C1QC,0.05330329267663719,-0.01067252836855686,-0.008233227587217342,0.02640768357309515,-0.018895534978392095,-0.05946372850660719,-0.015333397933533256,-0.007364235484998036,0.042139460794285,-0.002294564393251944,0.01076211998498432,-0.016825590826168586,0.00644382507621955,0.0015839136836351417,-0.0005557378272857067,0.01265173356393564
THBS4,0.016868282904631653,0.03376373112498614,0.03180796702543004,0.016293105227221258,-0.021192935399798475,0.014464824697306169,-0.01312633918951435,-0.002660983099671373,-0.025074848551164475,0.01861094238683849,0.0033636033347437004,0.0458070825128763,0.017385814555931065,0.00036963423377117666,-0.028847230377499998,-0.018552094164797
MME,0.017209776412023398,0.0010405851132218808,0.01655454765907828,0.0011861724899753074,0.04522091083386752,-0.005426660701970801,0.002743404040974778,0.014169607538344623,-0.007700088332195885,-0.029657878102191042,-0.0019345949548756512,0.0010877078803849805,0.040242974980647446,0.010132530498567958,-0.04172190744115943,0.027996457035145396
ISLR,-0.0012579356980873127,0.030566299757049612,0.03277484287270103,0.007667819922702074,0.0183448899976162,-0.031461518946916824,-0.038373391798346874,0.018144919377991522,-0.03585619772472086,-0.015609183415863382,-0.00558050551208321,-0.014996934243211382,-0.016644511447850032,0.06524447226292537,0.030657440296712406,0.03056631624307944
TNFAIP6,0.020452829159439252,0.04639345671283933,0.013458538639906654,0.00991960095121295,0.01588743223732935,0.0258406899990193,-0.018701722885341016,-0.01727393963681972,0.02119606757786106,0.016327927857284288,-0.008421620805324095,-0.018248030722338028,0.03584180539568224,0.03827652680282764,0.0050177356568176755,0.005704375714239796
